# The endpoint differ's case matrix — `rust/endpoint-parity.sh` reads this file.
#
# Format:  <id> | <METHOD> | <path-and-query> | <json body or -> | <headers or ->
#
#   id      stable; names the dumped bodies under .parity-state/endpoint-diffs/
#           A LEADING `!` marks a KNOWN-OPEN case: the differ reports it in full
#           under a loud banner and does NOT fail the gate. Unported endpoints
#           belong here, in the file, not missing from it — "we know" beats
#           "nobody looked".
#   METHOD  GET / POST / PUT / DELETE / HEAD / OPTIONS
#   target  sent verbatim, query string included; it is not re-encoded
#   body    JSON, sent as application/json; `-` or empty means no body
#   headers OPTIONAL fifth field: `Name: value` lines separated by `;;`.
#           `;;` and not `;`, because a header VALUE contains `;`
#           (`text/html; charset=utf-8`) and `,` (`X-Foo, Content-Type`).
#           Added by the rulings pass for DIV-050: `CORSMiddleware` returns
#           immediately when there is no `Origin`, so 763 rows of evidence said
#           nothing whatever about it and it could not be ported honestly until
#           a row could reach it.
#
# ORDER IS SIGNIFICANT. `deps.current_log_path` is server state that
# `POST /api/project-by-dir` writes and every project-scoped GET reads, so the
# rows run top to bottom against both servers and the state carries. Do not sort
# this file.
#
# Provenance of the row groups:
#   S-*   the four SPA page routes + the /static mount (RS-5-117..121) — the
#         wave's oracle: these serve the UNMODIFIED checked-in React bundle
#   P-*   routes/projects.py (RS-5-095..101)
#   D-*   routes/data.py (RS-5-066..070)
#   V-*   validation / error paths — the shapes a happy-path matrix never sees

# ── the React oracle ─────────────────────────────────────────────────────────
S-root              | GET | /                                  | -
# are the standing guard: one API read, one flagship, one SPA page, the mount
# exception, and the 404 floor. They are NOT `!` rows — they pass, and they are
# supposed to keep passing.
H-head-health       | HEAD | /api/health                        | -
H-head-projects     | HEAD | /api/projects?limit=1              | -
H-head-spa-root     | HEAD | /                                  | -
# The exception that proves the rule is a rule about FastAPI, not about HEAD:
# `/static` is a starlette `StaticFiles` mount, which serves HEAD itself. Both
# sides answered `200` here before the fix and must still answer `200` after —
# this row is what stops the fix from being a blanket "HEAD is 405".
H-head-static       | HEAD | /static/react/index.html           | -
H-head-unknown      | HEAD | /api/definitely-not-a-route        | -
# The HEAD that used to differ, and it was DIV-341's shadow rather than
# DIV-323's. Starlette keeps the FIRST route whose path matches; `projects.py`
# declares `POST /api/project` at line 44 and `GET` at line 76, so the reference
# answers `allow: POST`, and the port — which had only the GET — answered
# `allow: GET`. A router cannot name a method it does not have.
#
# CLOSED 2026-08-01 by RS-5-095, with no edit to `method_semantics.rs`: that
# layer takes the first non-HEAD token of axum's `Allow`, axum lists methods in
# registration order, and `register()` now spells
# `post(set_project).get(get_current_project)` — `projects.py`'s own order. The
# row stays here as the standing guard on that ordering: swap the two calls and
# this is the only thing in 735 rows that notices.
H-head-project      | HEAD | /api/project                       | -

# ── DIV-323: the `Allow` header, which nothing had ever compared ────────────
#
# The differ gained an `allow` comparison for these rows (`parity/src/
# endpoints.rs`). Without it the whole class is invisible: status, content-type
# and body all AGREED on every 405 in the matrix while the header underneath
# them said `GET,HEAD,PUT,DELETE` on one side and `GET` on the other.
#
# `/api/budgets` is the discriminating case in the whole app — the only path
# carrying more than one method (GET, PUT, DELETE, declared in that order in
# `budgets.py`). Starlette answers with the first-declared route's methods and
# nothing else, so the reference says `allow: GET` to a PATCH. Any port that
# reports its registered SET instead passes every other 405 row and fails this
# one. 405 fires in the router, so no budget writer is reached.
AL-budgets-patch    | PATCH  | /api/budgets                     | {}
AL-budgets-post     | POST   | /api/budgets                     | {}
# Single-method paths, both directions: a GET-only route and a POST-only one.
AL-health-post      | POST   | /api/health                      | {}
AL-by-dir-get       | GET    | /api/project-by-dir              | -
# DIV-360 — the `/static` mount's 405 shape, found while measuring DIV-323 and
# never covered by a row. `StaticFiles.get_response` raises `HTTPException(405)`
# before it looks at the filesystem, so the reference renders FastAPI's JSON
# body with NO `Allow` header at all; tower-http's `ServeDir` answered a bare
# `405`, `allow: GET,HEAD`, no `content-type`, empty body. Both a real file and
# a missing one, because the reference's method check precedes its lookup.
AL-static-post      | POST   | /static/react/index.html         | {}
AL-static-post-miss | POST   | /static/react/nope.js            | {}
# DIV-361 — CLOSED, and by the one rule its own entry predicted. The bare mount
# ROOT is not the subtree: starlette compiles `Mount("/static")` to
# `^/static/(?P<path>.*)$`, which does not match `/static`, so the router falls
# through to `redirect_slashes` and answers a `307` to `/static/` on EVERY
# method. axum's `nest_service` registers `/static` itself, which is why this is
# the one path `path_semantics` names explicitly instead of asking the router.
# Three rows so the class cannot be closed on one method and called done — a
# fourth for the destination, which is a 404 on both sides and always was.
AL-static-root-get  | GET    | /static                          | -
AL-static-root-head | HEAD   | /static                          | -
AL-static-root-put  | PUT    | /static                          | {}
AL-static-root-post | POST   | /static                          | {}
AL-static-slash     | GET    | /static/                         | -
# DIV-461 (new, found while measuring DIV-361) — `StaticFiles` is constructed
# WITHOUT `html=True`, and `ServeDir` defaults `append_index_html_on_directories`
# ON. So a directory under the mount was a `307 location: /react/` (prefix-less,
# because `nest_service` had already stripped `/static`, so it pointed at a path
# that does not exist) and then a `200 index.html`, against `{"detail":"Not
# Found"}` on both spellings for the reference. Live since wave 5 and invisible
# because no row had ever asked the mount for a directory.
AL-static-dir       | GET    | /static/react                    | -
AL-static-dir-slash | GET    | /static/react/                   | -

# ── DIV-367 — CLOSED. The `dict`-bodied handler class, byte-for-byte ────────
#
# `set_project(data: dict[str, str])` is not "give me the parsed body". FastAPI
# hands the body to pydantic, which checks BOTH the container and every value,
# and a failure never reaches the handler — it is a `422` from the installed
# `request_validation_exception_handler`. The port used to parse with
# `serde_json`, read `.get(key).and_then(as_str)`, and let a non-string fall
# through to the handler's OWN `if not project_path` guard: a `400`, with a
# plausible message, for a request the reference never let in. A status is what
# a caller branches on, so that was strictly worse than DIV-053.
#
# THE CLASS, ENUMERATED FROM THE PYTHON TREE (ast, every `@router.*` handler
# whose body parameter mentions `dict`) — ten handlers, three annotations:
#
#   dict[str, str]        projects.py:45   POST /api/project
#   (container + VALUES)  projects.py:96   POST /api/project-by-dir
#                         tags.py:43       POST /api/tags/session/{id}
#
#   dict[str, Any]        bookmarks.py:56  POST /api/bookmarks
#   (container only)      bookmarks.py:107 PUT  /api/bookmarks/{id}
#                         bookmarks.py:146 POST /api/bookmarks/toggle
#
#   dict (bare)           cfg.py:83        POST /api/cfg/currency
#   (container only)      cfg.py:119       POST /api/cfg/model-aliases
#                         data.py:1104     POST /api/refresh          — NO ROW
#
#   dict | None = None    etl.py:86        POST /api/etl/backfill     — NO ROW
#
# The two "NO ROW" members keep their standing rulings: both are writers whose
# 422 legs are safe *only if the port rejects*, and "a port bug that failed to
# reject `[]` would turn the safe row into a live mart rebuild". They inherit
# the shared extractor without a row, and `routes/data.rs`'s unit test is what
# stands in for one. Everything else below is rowed.
#
# All ten used to have their own private check — SIX distinct spellings, four of
# which answered a `400`. There is now ONE: `crate::json::{dict_body,
# str_dict_body, optional_dict_body}`.
#
# EVERY SHAPE BELOW WAS MEASURED against the reference on `.parity-state/fresh`
# (2026-08-02, fastapi + pydantic v2), never transcribed — DIV-127's lesson is
# that an error shape no probe issued is a guess, and `routes/data.rs` had been
# carrying four guessed ones for two waves. Three findings came out of the
# probe:
#
#   1. A body of the four bytes `null` is **`missing`**, not `dict_type`.
#      FastAPI hands pydantic `None`, and `None` against a required field is
#      "no value supplied" — the container check never runs. No transcription
#      had this. `V-set-json-null` is the row.
#   2. `dict[str, str]` reports EVERY offending key, in **body order**, not the
#      first. `V-set-two-bad` sends `{"z": 1, "a": 2}` and gets `z` then `a`,
#      which is insertion order and not sorted order — the row that makes
#      `serde_json`'s `preserve_order` feature load-bearing rather than
#      incidental.
#   3. The malformed-body leg is **not pydantic's at all**. `fastapi/routing.py`
#      calls `await request.json()` and catches CPython's `JSONDecodeError`
#      itself, so `loc` carries `e.pos` and `ctx.error` carries `e.msg` — and
#      that is true for a `BaseModel` body exactly as for a `dict` one. The
#      three model-bodied handlers therefore join the class for this one leg;
#      see the `V-*-bad-json` rows at the bottom.
#
# SIDE-EFFECT-FREE BY CONSTRUCTION, and it is checked per row rather than
# assumed: every leg returns either inside FastAPI's validator (before the
# handler exists) or on the handler's FIRST guard, on BOTH implementations.
# `V-bm-put-*` are aimed at a bookmark id that does not exist, so even the leg
# that is *supposed* to reach the handler stops at its 404.

# `dict[str, str]` — the value half. `{"project_path": 123}` used to be a 400.
V-set-int           | POST | /api/project                       | {"project_path": 123}
V-set-null          | POST | /api/project                       | {"project_path": null}
V-by-dir-int        | POST | /api/project-by-dir                | {"dir_name": 123}
V-by-dir-null       | POST | /api/project-by-dir                | {"dir_name": null}
V-tag-null          | POST | /api/tags/session/04a86c63-4cfd-4929-91a3-3edfe80e3e2f | {"tag": null}
# Finding 2: every offending key, in body order. Sorted order would say `a, z`.
V-set-two-bad       | POST | /api/project                       | {"z": 1, "a": 2}
# A valid value beside an invalid one still fails, and only the bad key reports.
V-set-mixed         | POST | /api/project                       | {"project_path": "", "x": 3}
# `dict[str, str]` — the container half, shared with the other two annotations.
V-set-list          | POST | /api/project                       | []
V-set-num           | POST | /api/project                       | 3
V-set-str           | POST | /api/project                       | "x"
V-by-dir-list       | POST | /api/project-by-dir                | []
V-tag-list          | POST | /api/tags/session/04a86c63-4cfd-4929-91a3-3edfe80e3e2f | []
# Finding 1: `null` and an absent body are the SAME answer, and it is `missing`.
V-set-json-null     | POST | /api/project                       | null
V-set-nobody        | POST | /api/project                       | -
V-tag-nobody        | POST | /api/tags/session/04a86c63-4cfd-4929-91a3-3edfe80e3e2f | -
V-cur-nobody        | POST | /api/cfg/currency                  | -
# `dict[str, Any]` — the container is checked, the VALUES are not. `V-bm-put-int`
# is the row that proves the difference: `{"notes": 3}` is legal, reaches the
# handler, and stops at the 404 for a bookmark that does not exist. Without it,
# an over-eager shared extractor that string-checked everything would pass every
# other row in this block.
V-bm-list           | POST | /api/bookmarks                     | []
V-bm-toggle-list    | POST | /api/bookmarks/toggle              | []
V-bm-put-list       | PUT  | /api/bookmarks/no-such-bookmark    | []
V-bm-put-int        | PUT  | /api/bookmarks/no-such-bookmark    | {"notes": 3}
# bare `dict` — container only, which is why `K-cur-not-string` ({"code": 3})
# reaches the handler and takes its 400 two hundred rows above this one.
V-cur-list          | POST | /api/cfg/currency                  | []
V-alias-list        | POST | /api/cfg/model-aliases             | []
# Finding 3: the malformed-body leg is FastAPI's own, built before pydantic is
# reached, and CPython's decoder is underneath it. Two offsets and two of the
# nine messages, because a single `nope` at offset 0 would pass against a
# hard-coded `(0, "Expecting value")` — which is exactly what three route
# modules had.
V-set-bad-json      | POST | /api/project                       | nope
V-bm-bad-json       | POST | /api/bookmarks                     | nope
V-alias-bad-json    | POST | /api/cfg/model-aliases             | {oops
# The same leg on the three pydantic-`BaseModel` bodies (`BudgetBody`,
# `DismissRequest`, `ClaudeMdPreviewBody`). The annotation does not reach this
# code path, so the bytes are identical to the dict-bodied ones — and
# `routes/optimize.rs` had written the opposite in a doc comment.
